model,formulation,seed,lambda_budget,fixed_cost,n_customers,n_facilities,n_price_levels,n_options,status,objective,runtime,mip_gap,gap_percent,solved_optimal,opened_facilities,served_customers,service_rate,served_demand,total_revenue,total_opening_cost,lazy_cuts_added,node_count,best_bound,num_vars,num_constraints,base_constraints,effective_constraints,use_cuts,force_open
BBC-Paper,bbc_paper,3,1.0,200,5,3,10,30,2,1116.452118421851,0.001355886459350586,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,400.0,0,1.0,1116.4521184218513,183,295,295,295,True,True
MILP-1,milp1,3,1.5,50,5,3,10,30,2,5879.837886113748,0.012776613235473633,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,100.0,0,1.0,5879.837886113748,183,355,355,355,,
MILP-3,milp3,3,1.5,50,5,3,10,30,2,5879.837886113748,0.010988235473632812,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,100.0,0,1.0,5879.837886113748,183,350,350,350,,
BBC-NoCuts,bbc_no_cuts,3,1.5,50,5,3,10,30,2,6430.2828919084195,0.0019593238830566406,0.0,0.0,True,2,5,1.0,343.8750507382869,6530.2828919084195,100.0,0,1.0,6430.2828919084195,183,205,205,205,False,False
BBC,bbc,3,1.5,50,5,3,10,30,2,5879.84000440841,0.01496434211730957,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,100.0,13,1.0,5879.84000440841,183,205,205,218,True,False
BBC-Paper,bbc_paper,3,1.5,50,5,3,10,30,2,5879.84000440841,0.016640186309814453,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,100.0,14,1.0,5879.84000440841,183,206,206,220,True,True
MILP-1,milp1,3,1.5,100,5,3,10,30,2,5779.837886113748,0.014067411422729492,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,200.0,0,1.0,5779.837886113748,183,355,355,355,,
MILP-3,milp3,3,1.5,100,5,3,10,30,2,5779.837886113748,0.014568805694580078,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,200.0,0,1.0,5779.837886113748,183,350,350,350,,
BBC-NoCuts,bbc_no_cuts,3,1.5,100,5,3,10,30,2,6330.2828919084195,0.006903171539306641,0.0,0.0,True,2,5,1.0,343.8750507382869,6530.2828919084195,200.0,0,1.0,6330.2828919084195,183,205,205,205,False,False
BBC,bbc,3,1.5,100,5,3,10,30,2,5779.840004408407,0.012468576431274414,8.446775387808005e-05,0.008446775387808006,True,2,5,1.0,343.8750507382869,5979.837886113748,200.0,14,1.0,5780.328214511354,183,205,205,219,True,False
BBC-Paper,bbc_paper,3,1.5,100,5,3,10,30,2,5779.840004408407,0.016107559204101562,8.446775387808005e-05,0.008446775387808006,True,2,5,1.0,343.8750507382869,5979.837886113748,200.0,14,1.0,5780.328214511354,183,206,206,220,True,True
MILP-1,milp1,3,1.5,200,5,3,10,30,2,5579.837886113748,0.020287036895751953,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,400.0,0,1.0,5579.837886113749,183,355,355,355,,
MILP-3,milp3,3,1.5,200,5,3,10,30,2,5579.837886113748,0.016660213470458984,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,400.0,0,1.0,5579.837886113749,183,350,350,350,,
BBC-NoCuts,bbc_no_cuts,3,1.5,200,5,3,10,30,2,6130.2828919084195,0.0029840469360351562,0.0,0.0,True,2,5,1.0,343.8750507382869,6530.2828919084195,400.0,0,1.0,6130.2828919084195,183,205,205,205,False,False
BBC,bbc,3,1.5,200,5,3,10,30,2,5579.837886113748,0.013474702835083008,8.286112499442821e-05,0.00828611249944282,True,2,5,1.0,343.8750507382869,5979.837886113748,400.0,14,1.0,5580.300237758278,183,205,205,219,True,False
BBC-Paper,bbc_paper,3,1.5,200,5,3,10,30,2,5579.837886113748,0.01789379119873047,0.0,0.0,True,2,5,1.0,343.8750507382869,5979.837886113748,400.0,13,1.0,5579.837886113748,183,206,206,219,True,True
MILP-1,milp1,4,0.5,50,5,3,10,30,2,459.3220207269588,0.0010402202606201172,0.0,0.0,True,2,2,0.4,113.8770006077955,559.3220207269587,100.0,0,0.0,459.3220207269588,183,454,454,454,,
MILP-3,milp3,4,0.5,50,5,3,10,30,2,459.3220207269588,0.0,0.0,0.0,True,2,2,0.4,113.8770006077955,559.3220207269587,100.0,0,0.0,459.3220207269588,183,449,449,449,,
BBC-NoCuts,bbc_no_cuts,4,0.5,50,5,3,10,30,2,459.3220207269588,0.0009911060333251953,0.0,0.0,True,2,2,0.4,113.8770006077955,559.3220207269587,100.0,0,1.0,459.3220207269588,183,304,304,304,False,False
BBC,bbc,4,0.5,50,5,3,10,30,2,459.3220207269588,0.0015819072723388672,0.0,0.0,True,2,2,0.4,113.8770006077955,559.3220207269587,100.0,0,1.0,459.3220207269588,183,304,304,304,True,False
BBC-Paper,bbc_paper,4,0.5,50,5,3,10,30,2,459.3220207269588,0.0,0.0,0.0,True,2,2,0.4,113.8770006077955,559.3220207269587,100.0,0,1.0,459.3220207269588,183,305,305,305,True,True
MILP-1,milp1,4,0.5,100,5,3,10,30,2,397.35202926705165,0.00081634521484375,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,100.0,0,0.0,397.35202926705165,183,454,454,454,,
MILP-3,milp3,4,0.5,100,5,3,10,30,2,397.35202926705165,0.0016324520111083984,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,100.0,0,0.0,397.35202926705165,183,449,449,449,,
BBC-NoCuts,bbc_no_cuts,4,0.5,100,5,3,10,30,2,397.35202926705165,0.0019893646240234375,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,100.0,0,1.0,397.35202926705165,183,304,304,304,False,False
BBC,bbc,4,0.5,100,5,3,10,30,2,397.35202926705165,0.0007963180541992188,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,100.0,0,1.0,397.35202926705165,183,304,304,304,True,False
BBC-Paper,bbc_paper,4,0.5,100,5,3,10,30,2,397.35202926705165,0.0,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,100.0,0,1.0,397.35202926705165,183,305,305,305,True,True
MILP-1,milp1,4,0.5,200,5,3,10,30,2,297.35202926705165,0.0,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,200.0,0,0.0,297.35202926705165,183,454,454,454,,
MILP-3,milp3,4,0.5,200,5,3,10,30,2,297.35202926705165,0.0009996891021728516,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,200.0,0,0.0,297.35202926705165,183,449,449,449,,
BBC-NoCuts,bbc_no_cuts,4,0.5,200,5,3,10,30,2,297.35202926705165,0.0,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,200.0,0,1.0,297.35202926705165,183,304,304,304,False,False
BBC,bbc,4,0.5,200,5,3,10,30,2,297.35202926705165,0.0010483264923095703,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,200.0,0,1.0,297.35202926705165,183,304,304,304,True,False
BBC-Paper,bbc_paper,4,0.5,200,5,3,10,30,2,297.35202926705165,0.0009996891021728516,0.0,0.0,True,1,1,0.2,82.89200487784194,497.35202926705165,200.0,0,1.0,297.35202926705165,183,305,305,305,True,True
MILP-1,milp1,4,1.0,50,5,3,10,30,2,2342.77438204733,0.004040241241455078,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,100.0,0,1.0,2342.77438204733,183,425,425,425,,
MILP-3,milp3,4,1.0,50,5,3,10,30,2,2342.77438204733,0.0015568733215332031,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,100.0,0,1.0,2342.77438204733,183,420,420,420,,
BBC-NoCuts,bbc_no_cuts,4,1.0,50,5,3,10,30,2,2342.77438204733,0.0018644332885742188,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,100.0,0,1.0,2342.77438204733,183,275,275,275,False,False
BBC,bbc,4,1.0,50,5,3,10,30,2,2342.77438204733,0.0,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,100.0,0,1.0,2342.77438204733,183,275,275,275,True,False
BBC-Paper,bbc_paper,4,1.0,50,5,3,10,30,2,2342.77438204733,0.0010440349578857422,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,100.0,0,1.0,2342.77438204733,183,276,276,276,True,True
MILP-1,milp1,4,1.0,100,5,3,10,30,2,2242.77438204733,0.0,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,200.0,0,1.0,2242.77438204733,183,425,425,425,,
MILP-3,milp3,4,1.0,100,5,3,10,30,2,2242.77438204733,0.0035858154296875,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,200.0,0,1.0,2242.77438204733,183,420,420,420,,
BBC-NoCuts,bbc_no_cuts,4,1.0,100,5,3,10,30,2,2242.77438204733,0.001990795135498047,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,200.0,0,1.0,2242.77438204733,183,275,275,275,False,False
BBC,bbc,4,1.0,100,5,3,10,30,2,2242.77438204733,0.0021774768829345703,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,200.0,0,1.0,2242.77438204733,183,275,275,275,True,False
BBC-Paper,bbc_paper,4,1.0,100,5,3,10,30,2,2242.77438204733,0.0027151107788085938,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,200.0,0,1.0,2242.77438204733,183,276,276,276,True,True
MILP-1,milp1,4,1.0,200,5,3,10,30,2,2042.7743820473302,0.00402379035949707,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,400.0,0,1.0,2042.7743820473302,183,425,425,425,,
MILP-3,milp3,4,1.0,200,5,3,10,30,2,2042.7743820473302,0.0061953067779541016,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,400.0,0,1.0,2042.7743820473302,183,420,420,420,,
BBC-NoCuts,bbc_no_cuts,4,1.0,200,5,3,10,30,2,2042.7743820473302,0.0009920597076416016,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,400.0,0,1.0,2042.7743820473302,183,275,275,275,False,False
BBC,bbc,4,1.0,200,5,3,10,30,2,2042.7743820473302,0.001031637191772461,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,400.0,0,1.0,2042.7743820473302,183,275,275,275,True,False
BBC-Paper,bbc_paper,4,1.0,200,5,3,10,30,2,2042.7743820473302,0.0,0.0,0.0,True,2,3,0.6,194.54223527802785,2442.77438204733,400.0,0,1.0,2042.7743820473302,183,276,276,276,True,True
MILP-1,milp1,4,1.5,50,5,3,10,30,2,4864.876879352196,0.011680841445922852,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,100.0,0,1.0,4864.876879352196,183,368,368,368,,
MILP-3,milp3,4,1.5,50,5,3,10,30,2,4864.876879352196,0.010151147842407227,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,100.0,0,1.0,4864.876879352196,183,363,363,363,,
BBC-NoCuts,bbc_no_cuts,4,1.5,50,5,3,10,30,2,5126.864463756416,0.0025091171264648438,0.0,0.0,True,2,5,1.0,293.93058093424844,5226.864463756415,100.0,0,1.0,5126.864463756416,183,218,218,218,False,False
BBC,bbc,4,1.5,50,5,3,10,30,2,4864.876879352196,0.009768247604370117,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,100.0,5,1.0,4864.876879352196,183,218,218,223,True,False
BBC-Paper,bbc_paper,4,1.5,50,5,3,10,30,2,4864.876879352196,0.014888525009155273,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,100.0,5,1.0,4864.876879352196,183,219,219,224,True,True
MILP-1,milp1,4,1.5,100,5,3,10,30,2,4764.876879352196,0.010257482528686523,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,200.0,0,1.0,4764.876879352196,183,368,368,368,,
MILP-3,milp3,4,1.5,100,5,3,10,30,2,4764.876879352196,0.008033990859985352,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,200.0,0,1.0,4764.876879352196,183,363,363,363,,
BBC-NoCuts,bbc_no_cuts,4,1.5,100,5,3,10,30,2,5026.864463756416,0.001999378204345703,0.0,0.0,True,2,5,1.0,293.93058093424844,5226.864463756415,200.0,0,1.0,5026.864463756416,183,218,218,218,False,False
BBC,bbc,4,1.5,100,5,3,10,30,2,4764.876879352196,0.012397289276123047,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,200.0,5,1.0,4764.876879352196,183,218,218,223,True,False
BBC-Paper,bbc_paper,4,1.5,100,5,3,10,30,2,4764.876879352196,0.011194467544555664,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,200.0,5,1.0,4764.876879352196,183,219,219,224,True,True
MILP-1,milp1,4,1.5,200,5,3,10,30,2,4564.876879352196,0.008253097534179688,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,400.0,0,1.0,4564.876879352196,183,368,368,368,,
MILP-3,milp3,4,1.5,200,5,3,10,30,2,4564.876879352196,0.00709986686706543,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,400.0,0,1.0,4564.876879352196,183,363,363,363,,
BBC-NoCuts,bbc_no_cuts,4,1.5,200,5,3,10,30,2,4826.864463756416,0.0014030933380126953,0.0,0.0,True,2,5,1.0,293.93058093424844,5226.864463756415,400.0,0,1.0,4826.864463756416,183,218,218,218,False,False
BBC,bbc,4,1.5,200,5,3,10,30,2,4564.876879352196,0.0010805130004882812,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,400.0,2,1.0,4564.876879352195,183,218,218,220,True,False
BBC-Paper,bbc_paper,4,1.5,200,5,3,10,30,2,4564.876879352196,0.0037059783935546875,0.0,0.0,True,2,5,1.0,293.93058093424844,4964.876879352196,400.0,2,1.0,4564.876879352195,183,219,219,221,True,True
MILP-1,milp1,5,0.5,50,5,3,10,30,2,-0.0,0.0005407333374023438,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,457,457,457,,
MILP-3,milp3,5,0.5,50,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,5,0.5,50,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,False,False
BBC,bbc,5,0.5,50,5,3,10,30,2,-0.0,0.000995635986328125,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,True,False
BBC-Paper,bbc_paper,5,0.5,50,5,3,10,30,2,-47.377162082219556,0.0013256072998046875,0.0,0.0,True,1,1,0.2,1.3114189588902203,2.6228379177804406,50.0,0,1.0,-47.377162082219556,183,308,308,308,True,True
MILP-1,milp1,5,0.5,100,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,457,457,457,,
MILP-3,milp3,5,0.5,100,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,5,0.5,100,5,3,10,30,2,-0.0,0.00031495094299316406,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,False,False
BBC,bbc,5,0.5,100,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,True,False
BBC-Paper,bbc_paper,5,0.5,100,5,3,10,30,2,-97.37716208221956,0.0011029243469238281,0.0,0.0,True,1,1,0.2,1.3114189588902203,2.6228379177804406,100.0,0,1.0,-97.37716208221956,183,308,308,308,True,True
MILP-1,milp1,5,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,457,457,457,,
MILP-3,milp3,5,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,5,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,False,False
BBC,bbc,5,0.5,200,5,3,10,30,2,-0.0,0.0014369487762451172,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,True,False
BBC-Paper,bbc_paper,5,0.5,200,5,3,10,30,2,-197.37716208221957,0.0009996891021728516,0.0,0.0,True,1,1,0.2,1.3114189588902203,2.6228379177804406,200.0,0,1.0,-197.37716208221957,183,308,308,308,True,True
MILP-1,milp1,5,1.0,50,5,3,10,30,2,1142.4026535107023,0.003190755844116211,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,100.0,0,1.0,1142.4026535107023,183,432,432,432,,
MILP-3,milp3,5,1.0,50,5,3,10,30,2,1142.4026535107023,0.0,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,100.0,0,1.0,1142.4026535107023,183,427,427,427,,
BBC-NoCuts,bbc_no_cuts,5,1.0,50,5,3,10,30,2,1143.0970205240424,0.0014834403991699219,0.0,0.0,True,2,5,1.0,219.13971795015541,1243.0970205240424,100.0,0,1.0,1143.0970205240424,183,282,282,282,False,False
BBC,bbc,5,1.0,50,5,3,10,30,2,1142.4026535107023,0.0,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,100.0,1,1.0,1142.402653510702,183,282,282,283,True,False
BBC-Paper,bbc_paper,5,1.0,50,5,3,10,30,2,1142.4026535107023,0.0,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,100.0,1,1.0,1142.402653510702,183,283,283,284,True,True
MILP-1,milp1,5,1.0,100,5,3,10,30,2,1042.4026535107023,0.002996683120727539,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,200.0,0,1.0,1042.4026535107023,183,432,432,432,,
MILP-3,milp3,5,1.0,100,5,3,10,30,2,1042.4026535107023,0.00281524658203125,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,200.0,0,1.0,1042.4026535107023,183,427,427,427,,
BBC-NoCuts,bbc_no_cuts,5,1.0,100,5,3,10,30,2,1043.0970205240424,0.001997232437133789,0.0,0.0,True,2,5,1.0,219.13971795015541,1243.0970205240424,200.0,0,1.0,1043.0970205240424,183,282,282,282,False,False
BBC,bbc,5,1.0,100,5,3,10,30,2,1042.4026535107023,0.0,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,200.0,1,1.0,1042.402653510702,183,282,282,283,True,False
BBC-Paper,bbc_paper,5,1.0,100,5,3,10,30,2,1042.4026535107023,0.0023179054260253906,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,200.0,1,1.0,1042.402653510702,183,283,283,284,True,True
MILP-1,milp1,5,1.0,200,5,3,10,30,2,842.4026535107022,0.0,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,400.0,0,1.0,842.4026535107022,183,432,432,432,,
MILP-3,milp3,5,1.0,200,5,3,10,30,2,842.4026535107022,0.0019989013671875,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,400.0,0,1.0,842.4026535107022,183,427,427,427,,
BBC-NoCuts,bbc_no_cuts,5,1.0,200,5,3,10,30,2,843.0970205240425,0.001989126205444336,0.0,0.0,True,2,5,1.0,219.13971795015541,1243.0970205240424,400.0,0,1.0,843.0970205240425,183,282,282,282,False,False
BBC,bbc,5,1.0,200,5,3,10,30,2,842.4026535107022,0.0007810592651367188,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,400.0,1,1.0,842.4026535107021,183,282,282,283,True,False
BBC-Paper,bbc_paper,5,1.0,200,5,3,10,30,2,842.4026535107022,0.001980304718017578,0.0,0.0,True,2,4,0.8,142.56717278724125,1242.4026535107023,400.0,1,1.0,842.4026535107021,183,283,283,284,True,True
MILP-1,milp1,5,1.5,50,5,3,10,30,2,3894.5149231027976,0.006987571716308594,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,50.0,0,1.0,3894.5149231027976,183,366,366,366,,
MILP-3,milp3,5,1.5,50,5,3,10,30,2,3894.5149231027976,0.009370803833007812,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,50.0,0,1.0,3894.5149231027976,183,361,361,361,,
BBC-NoCuts,bbc_no_cuts,5,1.5,50,5,3,10,30,2,4027.783997464508,0.0020096302032470703,0.0,0.0,True,2,5,1.0,219.13971795015541,4127.7839974645085,100.0,0,1.0,4027.7839974645085,183,216,216,216,False,False
BBC,bbc,5,1.5,50,5,3,10,30,2,3894.5149231027976,0.006600141525268555,7.58231238833347e-07,7.58231238833347e-05,True,1,5,1.0,219.13971795015541,3944.5149231027976,50.0,3,1.0,3894.5178760456724,183,216,216,219,True,False
BBC-Paper,bbc_paper,5,1.5,50,5,3,10,30,2,3894.5149231027976,0.0009114742279052734,7.58231238833347e-07,7.58231238833347e-05,True,1,5,1.0,219.13971795015541,3944.5149231027976,50.0,3,1.0,3894.5178760456724,183,217,217,220,True,True
MILP-1,milp1,5,1.5,100,5,3,10,30,2,3844.5149231027976,0.011378049850463867,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,100.0,0,1.0,3844.5149231027976,183,366,366,366,,
MILP-3,milp3,5,1.5,100,5,3,10,30,2,3844.5149231027976,0.008112192153930664,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,100.0,0,1.0,3844.5149231027976,183,361,361,361,,
BBC-NoCuts,bbc_no_cuts,5,1.5,100,5,3,10,30,2,3927.783997464508,0.0017998218536376953,0.0,0.0,True,2,5,1.0,219.13971795015541,4127.7839974645085,200.0,0,1.0,3927.783997464508,183,216,216,216,False,False
BBC,bbc,5,1.5,100,5,3,10,30,2,3844.5149231027976,0.0,2.9745291880849244e-06,0.0002974529188084924,True,1,5,1.0,219.13971795015541,3944.5149231027976,100.0,2,1.0,3844.5263587246504,183,216,216,218,True,False
BBC-Paper,bbc_paper,5,1.5,100,5,3,10,30,2,3844.5149231027976,0.0030641555786132812,2.9745291880849244e-06,0.0002974529188084924,True,1,5,1.0,219.13971795015541,3944.5149231027976,100.0,2,1.0,3844.5263587246504,183,217,217,219,True,True
MILP-1,milp1,5,1.5,200,5,3,10,30,2,3744.5149231027976,0.013674736022949219,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,200.0,0,1.0,3744.5149231027976,183,366,366,366,,
MILP-3,milp3,5,1.5,200,5,3,10,30,2,3744.5149231027976,0.013011932373046875,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,200.0,0,1.0,3744.5149231027976,183,361,361,361,,
BBC-NoCuts,bbc_no_cuts,5,1.5,200,5,3,10,30,2,3744.5149231027976,0.0,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,200.0,0,1.0,3744.5149231027976,183,216,216,216,False,False
BBC,bbc,5,1.5,200,5,3,10,30,2,3744.5149231027976,0.0006108283996582031,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,200.0,0,1.0,3744.5149231027976,183,216,216,216,True,False
BBC-Paper,bbc_paper,5,1.5,200,5,3,10,30,2,3744.5149231027976,0.0019979476928710938,0.0,0.0,True,1,5,1.0,219.13971795015541,3944.5149231027976,200.0,0,1.0,3744.5149231027976,183,217,217,217,True,True
MILP-1,milp1,1,0.5,50,10,4,10,40,2,317.68277259018686,0.00626373291015625,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,50.0,0,0.0,317.68277259018686,444,1208,1208,1208,,
MILP-3,milp3,1,0.5,50,10,4,10,40,2,317.68277259018686,0.00070953369140625,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,50.0,0,0.0,317.68277259018686,444,1198,1198,1198,,
BBC-NoCuts,bbc_no_cuts,1,0.5,50,10,4,10,40,2,317.68277259018686,0.001960277557373047,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,50.0,0,1.0,317.68277259018686,444,808,808,808,False,False
BBC,bbc,1,0.5,50,10,4,10,40,2,317.68277259018686,0.0,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,50.0,0,1.0,317.68277259018686,444,808,808,808,True,False
BBC-Paper,bbc_paper,1,0.5,50,10,4,10,40,2,317.68277259018686,0.0019998550415039062,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,50.0,0,1.0,317.68277259018686,444,809,809,809,True,True
MILP-1,milp1,1,0.5,100,10,4,10,40,2,267.68277259018686,0.006369113922119141,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,100.0,0,0.0,267.68277259018686,444,1208,1208,1208,,
MILP-3,milp3,1,0.5,100,10,4,10,40,2,267.68277259018686,0.0,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,100.0,0,0.0,267.68277259018686,444,1198,1198,1198,,
BBC-NoCuts,bbc_no_cuts,1,0.5,100,10,4,10,40,2,267.68277259018686,0.0,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,100.0,0,1.0,267.68277259018686,444,808,808,808,False,False
BBC,bbc,1,0.5,100,10,4,10,40,2,267.68277259018686,0.0009911060333251953,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,100.0,0,1.0,267.68277259018686,444,808,808,808,True,False
BBC-Paper,bbc_paper,1,0.5,100,10,4,10,40,2,267.68277259018686,0.001764535903930664,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,100.0,0,1.0,267.68277259018686,444,809,809,809,True,True
MILP-1,milp1,1,0.5,200,10,4,10,40,2,167.68277259018686,0.0,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,200.0,0,0.0,167.68277259018686,444,1208,1208,1208,,
MILP-3,milp3,1,0.5,200,10,4,10,40,2,167.68277259018686,0.0010006427764892578,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,200.0,0,0.0,167.68277259018686,444,1198,1198,1198,,
BBC-NoCuts,bbc_no_cuts,1,0.5,200,10,4,10,40,2,167.68277259018686,0.0030078887939453125,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,200.0,0,1.0,167.68277259018686,444,808,808,808,False,False
BBC,bbc,1,0.5,200,10,4,10,40,2,167.68277259018686,0.0,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,200.0,0,1.0,167.68277259018686,444,808,808,808,True,False
BBC-Paper,bbc_paper,1,0.5,200,10,4,10,40,2,167.68277259018686,0.0011920928955078125,0.0,0.0,True,1,1,0.1,45.96034657377336,367.68277259018686,200.0,0,1.0,167.68277259018686,444,809,809,809,True,True
MILP-1,milp1,1,1.0,50,10,4,10,40,2,4153.125075175541,0.01444387435913086,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,150.0,0,1.0,4153.125075175541,444,1142,1142,1142,,
MILP-3,milp3,1,1.0,50,10,4,10,40,2,4153.125075175541,0.005515098571777344,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,150.0,0,1.0,4153.125075175541,444,1132,1132,1132,,
BBC-NoCuts,bbc_no_cuts,1,1.0,50,10,4,10,40,2,4255.869568489629,0.00930023193359375,0.0,0.0,True,4,8,0.8,326.0690791946333,4455.86956848963,200.0,0,1.0,4255.869568489629,444,742,742,742,False,False
BBC,bbc,1,1.0,50,10,4,10,40,2,4153.125075175541,0.010760068893432617,0.0,0.0,True,3,6,0.6,300.6116636422851,4303.125075175541,150.0,9,1.0,4153.125075175541,444,742,742,751,True,False
